Time,Response,Step Response
0.0,0.024835707650561634,1.0
0.10020040080160321,-0.006913215058559231,1.0
0.20040080160320642,0.03238442690503894,1.0
0.30060120240480964,0.07615149282072448,1.0
0.40080160320641284,-0.01170766872952868,1.0
0.5010020040080161,-0.011706847780338717,1.0
0.6012024048096193,0.07896064120908486,1.0
0.7014028056112225,0.03837173851605865,1.0
0.8016032064128257,-0.023473711500049337,1.0
0.9018036072144289,0.027128027045301734,1.0
1.0020040080160322,-0.02317081537727362,1.0
1.1022044088176353,-0.023286314723875795,1.0
1.2024048096192386,0.012098508268031157,1.0
1.3026052104208417,-0.09566317696731216,1.0
1.402805611222445,-0.08624423366798775,1.0
1.503006012024048,-0.028111261782925764,1.0
1.6032064128256514,-0.05063597779385185,1.0
1.7034068136272547,0.015721947342326355,1.0
1.8036072144288577,-0.04538534562550197,1.0
1.903807615230461,-0.07058978434632766,1.0
2.0040080160320644,0.07332194673677842,1.0
2.1042084168336674,-0.011228964640326656,1.0
2.2044088176352705,0.003464939963088142,1.0
2.3046092184368736,-0.07110926091096827,1.0
2.404809619238477,-0.02703726074221697,1.0
2.50501002004008,0.005799644656844161,1.0
2.6052104208416833,-0.05720210470227097,1.0
2.705410821643287,0.019254228285904104,1.0
2.80561122244489,-0.029407053746426087,1.0
2.905811623246493,-0.013763456919273156,1.0
3.006012024048096,-0.02901901260891541,1.0
3.1062124248496996,0.09398298767669444,1.0
3.2064128256513027,0.0010646236891185888,1.0
3.306613226452906,-0.05069696151441883,1.0
3.4068136272545093,0.043855776084794205,1.0
3.5070140280561124,-0.05766958161437657,1.0
3.6072144288577155,0.014578397962254928,1.0
3.7074148296593186,-0.09295155095686769,1.0
3.807615230460922,-0.06032976650138871,1.0
3.907815631262525,0.01713889045261286,1.0
4.008016032064129,0.045623160995743164,1.0
4.108216432865731,0.018880067900157595,1.0
4.208416833667335,0.006370069581249294,1.0
4.308617234468938,-0.0008106260166029396,1.0
4.408817635270541,-0.05731497545299065,1.0
4.509018036072145,-0.01671582320170685,1.0
4.609218436873747,-0.0007664704140440751,1.0
4.709418837675351,0.07846045556551565,1.0
4.809619238476954,0.04650070624118341,1.0
4.909819639278557,-0.05471268448285654,1.0
5.01002004008016,0.054195321056276814,1.0
5.110220440881764,0.023749862730207762,1.0
5.210420841683367,0.014661106327653106,1.0
5.31062124248497,0.08511440846071125,1.0
5.410821643286574,0.11265428817596437,1.0
5.511022044088176,0.11482285516265103,1.0
5.61122244488978,0.034064061232014255,1.0
5.711422845691383,0.06897285967987035,1.0
5.811623246492986,0.11007864318252866,1.0
