Time,Response,Step Response
0.0,0.024835707650561634,1.0
0.02004008016032064,-0.006913209712769219,1.0
0.04008016032064128,0.032384469514635396,1.0
0.06012024048096192,0.07615163610107543,1.0
0.08016032064128256,-0.011707330351253969,1.0
0.1002004008016032,-0.011706189357757649,1.0
0.12024048096192384,0.07896177448405338,1.0
0.1402805611222445,0.03837353016414302,1.0
0.16032064128256512,-0.02347105159328281,1.0
0.18036072144288576,0.027131786659538772,1.0
0.2004008016032064,-0.023165712258203987,1.0
0.22044088176352705,-0.0232796283534145,1.0
0.24048096192384769,0.012106986375703866,1.0
0.2605210420841683,-0.0956527723659277,1.0
0.280561122244489,-0.0862319044412933,1.0
0.3006012024048096,-0.028097235474529733,1.0
0.32064128256513025,-0.05062082891064067,1.0
0.3406813627254509,0.015737137595471972,1.0
0.3607214428857715,-0.045371906183684266,1.0
0.3807615230460922,-0.07058085345015538,1.0
0.4008016032064128,0.07332233572376248,1.0
0.42084168336673344,-0.011242796596528723,1.0
0.4408817635270541,0.003429128770583538,1.0
0.4609218436873747,-0.07117738861745058,1.0
0.48096192384769537,-0.02715118861180477,1.0
0.501002004008016,0.005622651130123896,1.0
0.5210420841683366,-0.05746391410944545,1.0
0.5410821643286573,0.01888059949788581,1.0
0.561122244488978,-0.02992559013846614,1.0
0.5811623246492986,-0.014466964496449313,1.0
0.6012024048096192,-0.02995547557400203,1.0
0.6212424849699398,0.09275666991783718,1.0
0.6412825651302605,-0.0005184014204848045,1.0
0.6613226452905812,-0.052714574519831886,1.0
0.6813627254509018,0.04131356181432708,1.0
0.7014028056112224,-0.06083967098905078,1.0
0.721442885771543,0.01066275609964997,1.0
0.7414829659318637,-0.09774597727006788,1.0
0.7615230460921844,-0.06615291533875295,1.0
0.781563126252505,0.010119230244402639,1.0
0.8016032064128256,0.03722021919795722,1.0
0.8216432865731462,0.008886983335920433,1.0
0.8416833667334669,-0.005441191813199557,1.0
0.8617234468937875,-0.014690319175922494,1.0
0.8817635270541082,-0.07353658433519046,1.0
0.9018036072144289,-0.03557702365771605,1.0
0.9218436873747494,-0.022590042785621045,1.0
0.9418837675350701,0.053325768626175954,1.0
0.9619238476953907,0.01767940074196194,1.0
0.9819639278557114,-0.08762361060276695,1.0
1.002004008016032,0.016763602766858968,1.0
1.0220440881763526,-0.018662592364161047,1.0
1.0420841683366733,-0.03322133704886239,1.0
1.062124248496994,0.031242956118646893,1.0
1.0821643286573146,0.05224464709284323,1.0
1.1022044088176353,0.0472953697112377,1.0
1.122244488977956,-0.04119164347093291,1.0
1.1422845691382766,-0.014652328628991695,1.0
1.1623246492985972,0.017411719879634684,1.0
1.1823647294589177,0.04966727536352803,1.0
1.2024048096192383,-0.023025998006762576,1.0
1.222444889779559,-0.008306304509997081,1.0
1.2424849699398797,-0.054294927246125425,1.0
1.2625250501002003,-0.0587420750348537,1.0
1.282565130260521,0.04174225023847305,1.0
1.3026052104208417,0.0689769421446107,1.0
1.3226452905811623,-0.002385294939454984,1.0
1.342685370741483,0.0514434252303297,1.0
1.3627254509018036,0.019401459274148266,1.0
1.3827655310621243,-0.030882134042019737,1.0
1.4028056112224447,0.019499156877114236,1.0
1.4228456913827654,0.07838806413059206,1.0
1.442885771543086,-0.00024686182412347814,1.0
1.4629258517034067,0.07983618097471085,1.0
1.4829659318637274,-0.1293223368429388,1.0
1.503006012024048,0.04282233406787245,1.0
1.5230460921843687,0.006143231034993004,1.0
1.5430861723446894,-0.013094435069717948,1.0
1.56312625250501,0.006510419733625478,1.0
